job_id,date,technician_id,service_type,category,customer_id,status,first_time_fix,duration_minutes,revenue,cost
6667,2025-09-19,22,Water Heater Repair,Plumbing,462,Completed,1,105,289.55,191.5
6668,2025-09-19,7,Preventive Maintenance,HVAC,97,Completed,1,62,161.18,72.06
6669,2025-09-19,5,AC Installation,HVAC,177,Completed,1,312,3659.73,2650.33
6670,2025-09-19,1,Drain Cleaning,Plumbing,489,Completed,1,50,221.37,94.62
6671,2025-09-20,4,Heat Pump Service,HVAC,95,Cancelled,0,72,0.0,0.0
6672,2025-09-20,13,Outlet & Wiring,Electrical,60,Cancelled,0,75,0.0,0.0
6673,2025-09-20,9,Panel Upgrade,Electrical,17,Completed,1,335,1952.05,1444.49
6674,2025-09-20,15,AC Repair,HVAC,573,Completed,1,69,290.43,171.17
6675,2025-09-20,7,Water Heater Repair,Plumbing,271,Completed,0,98,353.54,182.09
6676,2025-09-20,3,Preventive Maintenance,HVAC,216,Completed,1,88,142.42,77.14
6677,2025-09-20,16,Water Heater Repair,Plumbing,410,Completed,0,136,365.31,193.39
6678,2025-09-20,19,AC Repair,HVAC,418,Completed,0,91,297.57,175.6
6679,2025-09-20,18,Drain Cleaning,Plumbing,442,Completed,1,61,180.06,94.77
6680,2025-09-20,6,Heat Pump Service,HVAC,352,Rescheduled,0,89,0.0,0.0
6681,2025-09-20,14,Leak Detection,Plumbing,74,Completed,1,88,264.18,112.15
6682,2025-09-20,18,Water Heater Install,Plumbing,119,Completed,1,146,1870.32,1088.22
6683,2025-09-20,9,Leak Detection,Plumbing,338,Rescheduled,0,111,0.0,0.0
6684,2025-09-20,11,Water Heater Repair,Plumbing,97,Completed,0,94,291.29,186.97
6685,2025-09-21,9,AC Installation,HVAC,221,Completed,1,417,3958.03,3157.39
6686,2025-09-21,10,Outlet & Wiring,Electrical,6,Cancelled,0,62,0.0,0.0
6687,2025-09-21,1,Furnace Repair,HVAC,231,Rescheduled,0,82,0.0,0.0
6688,2025-09-21,8,Leak Detection,Plumbing,497,Completed,1,80,234.82,100.97
6689,2025-09-21,12,Water Heater Install,Plumbing,425,Completed,0,190,1913.68,1205.97
6690,2025-09-21,16,Preventive Maintenance,HVAC,473,Rescheduled,0,67,0.0,0.0
6691,2025-09-21,6,AC Repair,HVAC,131,Completed,1,87,275.5,154.79
6692,2025-09-21,13,Water Heater Repair,Plumbing,331,Completed,1,83,300.31,175.58
6693,2025-09-21,16,Furnace Repair,HVAC,36,Completed,0,136,373.79,194.5
6694,2025-09-21,6,Furnace Repair,HVAC,61,Completed,1,113,322.62,179.22
6695,2025-09-21,7,Thermostat Install,HVAC,282,Completed,1,76,262.56,205.22
6696,2025-09-21,2,Water Heater Install,Plumbing,597,Completed,0,214,1682.12,1229.2
6697,2025-09-21,16,Thermostat Install,HVAC,315,Completed,1,93,258.94,184.29
6698,2025-09-21,16,Leak Detection,Plumbing,490,Completed,0,91,212.37,96.19
6699,2025-09-21,16,Thermostat Install,HVAC,414,Completed,1,96,273.8,203.71
6700,2025-09-21,10,Outlet & Wiring,Electrical,428,Cancelled,0,56,0.0,0.0
6701,2025-09-21,23,Furnace Repair,HVAC,356,Completed,1,96,373.27,187.9
6702,2025-09-21,16,Drain Cleaning,Plumbing,482,Completed,1,71,184.01,76.39
6703,2025-09-21,15,AC Repair,HVAC,470,Completed,1,81,300.42,175.53
6704,2025-09-22,5,Thermostat Install,HVAC,548,Completed,1,62,285.59,185.58
6705,2025-09-22,2,Drain Cleaning,Plumbing,587,Completed,1,51,199.18,71.4
6706,2025-09-22,1,Outlet & Wiring,Electrical,180,Completed,1,47,198.61,109.78
6707,2025-09-22,19,Panel Upgrade,Electrical,61,Completed,0,188,2446.66,1321.91
6708,2025-09-22,11,Furnace Installation,HVAC,158,Completed,1,322,4011.02,2917.47
6709,2025-09-22,19,Preventive Maintenance,HVAC,520,Rescheduled,0,58,0.0,0.0
6710,2025-09-22,9,Leak Detection,Plumbing,186,Completed,1,80,228.34,87.98
6711,2025-09-22,14,Drain Cleaning,Plumbing,114,Completed,0,72,201.81,89.97
6712,2025-09-22,3,Heat Pump Service,HVAC,368,Cancelled,0,121,0.0,0.0
6713,2025-09-22,11,Drain Cleaning,Plumbing,231,Completed,1,73,180.11,93.1
6714,2025-09-22,10,Water Heater Install,Plumbing,527,Completed,1,162,1589.49,1037.55
6715,2025-09-22,8,Furnace Installation,HVAC,493,Completed,1,322,3976.02,3139.96
6716,2025-09-22,5,AC Installation,HVAC,152,Completed,1,363,3660.23,2985.35
6717,2025-09-22,18,Water Heater Install,Plumbing,144,Completed,1,194,1641.0,1103.11
6718,2025-09-22,24,Outlet & Wiring,Electrical,36,Completed,1,63,199.49,110.94
6719,2025-09-22,22,Lighting Install,Electrical,589,Completed,0,124,394.35,246.51
6720,2025-09-22,3,Outlet & Wiring,Electrical,258,Completed,1,84,168.46,103.93
6721,2025-09-22,6,AC Repair,HVAC,263,Completed,1,94,322.42,155.33
6722,2025-09-22,13,AC Installation,HVAC,99,Rescheduled,0,297,0.0,0.0
6723,2025-09-22,12,Leak Detection,Plumbing,164,Completed,1,82,216.55,124.66
6724,2025-09-22,8,AC Repair,HVAC,368,Cancelled,0,100,0.0,0.0
6725,2025-09-22,9,Heat Pump Service,HVAC,450,Completed,1,99,223.2,123.1
6726,2025-09-22,14,Furnace Repair,HVAC,301,Completed,1,119,371.79,190.02
6727,2025-09-22,19,Water Heater Install,Plumbing,230,Completed,1,139,1882.59,1166.69
6728,2025-09-22,9,Drain Cleaning,Plumbing,60,Completed,1,91,198.86,89.99
6729,2025-09-22,5,Panel Upgrade,Electrical,482,Cancelled,0,219,0.0,0.0
6730,2025-09-22,10,Water Heater Repair,Plumbing,226,Cancelled,0,117,0.0,0.0
6731,2025-09-22,16,Lighting Install,Electrical,393,Completed,1,117,363.34,224.56
6732,2025-09-22,17,AC Installation,HVAC,579,Completed,0,293,4191.87,3098.92
6733,2025-09-23,6,Thermostat Install,HVAC,321,Completed,1,74,240.16,199.16
6734,2025-09-23,16,Furnace Repair,HVAC,168,Completed,1,137,308.2,192.76
6735,2025-09-23,14,Heat Pump Service,HVAC,110,Completed,1,100,270.11,149.32
6736,2025-09-23,10,Drain Cleaning,Plumbing,332,Completed,0,61,221.2,80.89
6737,2025-09-23,23,AC Repair,HVAC,437,Completed,1,79,314.47,165.3
6738,2025-09-23,17,Furnace Installation,HVAC,175,Completed,1,354,4620.89,3123.34
6739,2025-09-23,3,AC Repair,HVAC,304,Completed,0,122,296.59,162.49
6740,2025-09-23,21,Water Heater Repair,Plumbing,534,Completed,1,102,301.48,182.8
6741,2025-09-23,15,Furnace Repair,HVAC,490,Completed,0,103,317.24,225.03
6742,2025-09-23,3,Preventive Maintenance,HVAC,333,Completed,1,80,135.0,71.57
6743,2025-09-23,12,Water Heater Install,Plumbing,249,Completed,1,183,1915.6,1087.42
6744,2025-09-23,6,Leak Detection,Plumbing,532,Cancelled,0,75,0.0,0.0
6745,2025-09-23,1,Heat Pump Service,HVAC,306,Cancelled,0,67,0.0,0.0
6746,2025-09-23,22,Panel Upgrade,Electrical,569,Cancelled,0,279,0.0,0.0
6747,2025-09-23,22,Furnace Installation,HVAC,491,Completed,1,318,4247.13,3072.02
6748,2025-09-23,24,Outlet & Wiring,Electrical,193,Completed,1,55,202.96,104.51
6749,2025-09-23,7,Panel Upgrade,Electrical,96,Completed,1,237,2073.4,1545.53
6750,2025-09-23,10,Heat Pump Service,HVAC,228,Rescheduled,0,80,0.0,0.0
6751,2025-09-23,3,Furnace Installation,HVAC,391,Cancelled,0,371,0.0,0.0
6752,2025-09-23,2,Outlet & Wiring,Electrical,171,Rescheduled,0,71,0.0,0.0
6753,2025-09-23,11,Panel Upgrade,Electrical,117,Completed,0,272,2236.01,1581.2
6754,2025-09-23,6,Furnace Repair,HVAC,322,Rescheduled,0,110,0.0,0.0
6755,2025-09-23,15,AC Repair,HVAC,344,Completed,1,92,288.54,193.96
6756,2025-09-23,11,Outlet & Wiring,Electrical,108,Completed,1,76,184.11,110.47
6757,2025-09-23,2,Thermostat Install,HVAC,41,Rescheduled,0,60,0.0,0.0
6758,2025-09-23,13,Lighting Install,Electrical,356,Completed,1,136,336.33,289.0
6759,2025-09-23,9,Furnace Repair,HVAC,382,Completed,1,104,340.71,153.29
6760,2025-09-23,21,Water Heater Repair,Plumbing,507,Completed,1,116,291.6,191.79
6761,2025-09-24,22,Outlet & Wiring,Electrical,395,Completed,1,57,196.57,96.17
6762,2025-09-24,24,AC Installation,HVAC,121,Rescheduled,0,228,0.0,0.0
6763,2025-09-24,24,Furnace Repair,HVAC,91,Completed,1,103,338.01,196.6
6764,2025-09-24,21,Thermostat Install,HVAC,492,Completed,1,60,287.56,183.68
6765,2025-09-24,6,Heat Pump Service,HVAC,565,Completed,0,98,230.43,149.27
6766,2025-09-24,18,Preventive Maintenance,HVAC,285,Completed,1,45,156.5,64.85
6767,2025-09-24,2,Thermostat Install,HVAC,214,Completed,1,72,281.45,207.87
6768,2025-09-24,15,Thermostat Install,HVAC,507,Completed,1,67,296.65,234.43
6769,2025-09-24,11,Water Heater Repair,Plumbing,452,Completed,1,121,342.41,193.92
6770,2025-09-24,2,Water Heater Repair,Plumbing,530,Completed,0,116,334.18,200.41
6771,2025-09-24,13,Preventive Maintenance,HVAC,124,Cancelled,0,57,0.0,0.0
6772,2025-09-24,21,AC Repair,HVAC,157,Completed,1,92,325.01,149.44
6773,2025-09-24,6,Drain Cleaning,Plumbing,142,Cancelled,0,56,0.0,0.0
6774,2025-09-24,17,Panel Upgrade,Electrical,183,Completed,1,284,2324.86,1519.52
6775,2025-09-24,11,Panel Upgrade,Electrical,182,Completed,1,281,2219.54,1440.61
6776,2025-09-24,6,Heat Pump Service,HVAC,262,Completed,1,95,241.97,138.25
6777,2025-09-24,10,Drain Cleaning,Plumbing,472,Completed,1,52,211.41,74.82
6778,2025-09-24,18,Panel Upgrade,Electrical,144,Completed,1,242,2256.19,1523.67
6779,2025-09-24,24,Water Heater Repair,Plumbing,324,Completed,1,96,319.48,192.62
6780,2025-09-24,7,Thermostat Install,HVAC,47,Completed,1,63,300.05,182.0
6781,2025-09-24,22,Water Heater Install,Plumbing,323,Completed,1,183,1679.47,1254.68
6782,2025-09-24,16,Outlet & Wiring,Electrical,288,Completed,1,79,191.85,94.84
6783,2025-09-25,23,Furnace Installation,HVAC,235,Completed,1,285,4386.9,3494.95
6784,2025-09-25,9,Thermostat Install,HVAC,102,Completed,1,76,278.9,171.23
6785,2025-09-25,6,Heat Pump Service,HVAC,559,Completed,1,79,260.54,129.76
6786,2025-09-25,15,Lighting Install,Electrical,287,Cancelled,0,87,0.0,0.0
6787,2025-09-25,10,Heat Pump Service,HVAC,154,Completed,1,96,266.47,146.58
6788,2025-09-25,12,Furnace Installation,HVAC,59,Completed,1,359,4799.07,3491.54
6789,2025-09-25,5,AC Installation,HVAC,394,Completed,1,276,4016.85,3161.26
6790,2025-09-25,11,Outlet & Wiring,Electrical,236,Completed,1,58,199.5,90.24
6791,2025-09-25,6,Water Heater Install,Plumbing,337,Completed,0,201,1747.88,1222.45
6792,2025-09-25,23,AC Repair,HVAC,265,Rescheduled,0,72,0.0,0.0
6793,2025-09-25,4,Heat Pump Service,HVAC,344,Completed,1,71,257.14,123.55
6794,2025-09-25,13,AC Installation,HVAC,14,Completed,1,316,4365.96,2870.22
6795,2025-09-25,22,Water Heater Install,Plumbing,113,Completed,1,210,1687.75,1222.06
6796,2025-09-25,24,Lighting Install,Electrical,70,Completed,1,96,386.38,244.02
6797,2025-09-25,24,Furnace Repair,HVAC,333,Completed,1,111,317.74,220.69
6798,2025-09-25,20,Drain Cleaning,Plumbing,505,Completed,1,67,180.87,84.04
6799,2025-09-25,18,Preventive Maintenance,HVAC,574,Rescheduled,0,46,0.0,0.0
6800,2025-09-25,2,Panel Upgrade,Electrical,151,Completed,0,223,2122.75,1366.59
6801,2025-09-25,6,Furnace Repair,HVAC,195,Completed,1,106,300.15,190.12
6802,2025-09-25,21,AC Repair,HVAC,350,Completed,1,101,288.13,160.93
6803,2025-09-25,24,Leak Detection,Plumbing,149,Completed,1,83,215.03,122.68
6804,2025-09-25,1,Water Heater Install,Plumbing,530,Completed,1,187,1938.04,1296.32
6805,2025-09-25,13,Heat Pump Service,HVAC,108,Cancelled,0,80,0.0,0.0
6806,2025-09-25,22,Outlet & Wiring,Electrical,288,Completed,1,55,166.11,92.48
6807,2025-09-26,15,Panel Upgrade,Electrical,435,Completed,1,241,2117.94,1653.17
6808,2025-09-26,18,Thermostat Install,HVAC,575,Rescheduled,0,59,0.0,0.0
6809,2025-09-26,16,Panel Upgrade,Electrical,306,Completed,1,319,2372.66,1368.43
6810,2025-09-26,18,Leak Detection,Plumbing,240,Completed,1,61,251.1,95.77
6811,2025-09-26,18,Preventive Maintenance,HVAC,93,Completed,1,55,160.2,76.19
6812,2025-09-26,4,Preventive Maintenance,HVAC,500,Completed,1,65,168.98,72.78
6813,2025-09-26,14,Heat Pump Service,HVAC,136,Completed,1,68,237.71,117.65
6814,2025-09-26,19,Thermostat Install,HVAC,524,Completed,1,67,279.93,208.87
6815,2025-09-26,7,Lighting Install,Electrical,586,Rescheduled,0,142,0.0,0.0
6816,2025-09-26,24,Lighting Install,Electrical,407,Completed,1,97,349.1,270.01
6817,2025-09-26,18,Furnace Installation,HVAC,116,Cancelled,0,362,0.0,0.0
6818,2025-09-26,19,Water Heater Install,Plumbing,558,Completed,1,180,1854.0,1245.49
6819,2025-09-26,4,Water Heater Repair,Plumbing,510,Completed,1,101,356.14,180.82
6820,2025-09-26,16,Lighting Install,Electrical,299,Completed,0,137,400.74,244.26
6821,2025-09-26,19,Furnace Installation,HVAC,15,Completed,1,264,4743.01,3510.71
6822,2025-09-26,16,Water Heater Repair,Plumbing,277,Completed,1,137,332.94,187.65
6823,2025-09-26,2,Furnace Repair,HVAC,236,Completed,0,88,300.25,172.59
6824,2025-09-26,21,Water Heater Install,Plumbing,320,Completed,1,205,1937.2,1214.36
6825,2025-09-26,19,Leak Detection,Plumbing,101,Completed,1,67,240.43,106.12
6826,2025-09-26,16,AC Repair,HVAC,533,Completed,0,90,290.98,132.2
6827,2025-09-26,12,Furnace Repair,HVAC,221,Completed,1,80,354.11,186.57
6828,2025-09-26,15,Panel Upgrade,Electrical,226,Completed,1,209,1952.79,1520.56
6829,2025-09-26,5,Furnace Repair,HVAC,72,Completed,1,90,342.88,157.94
6830,2025-09-26,5,Leak Detection,Plumbing,114,Completed,1,83,264.67,107.88
6831,2025-09-26,10,Outlet & Wiring,Electrical,587,Completed,0,55,180.54,88.09
6832,2025-09-26,17,Preventive Maintenance,HVAC,174,Completed,1,69,162.18,79.02
6833,2025-09-27,23,AC Repair,HVAC,137,Completed,1,98,296.88,180.19
6834,2025-09-27,23,Preventive Maintenance,HVAC,201,Completed,1,69,139.2,94.81
6835,2025-09-27,23,Furnace Installation,HVAC,40,Completed,1,253,4616.6,2941.87
6836,2025-09-27,20,Heat Pump Service,HVAC,322,Cancelled,0,82,0.0,0.0
6837,2025-09-27,4,Furnace Repair,HVAC,338,Cancelled,0,95,0.0,0.0
6838,2025-09-27,24,Heat Pump Service,HVAC,102,Completed,1,71,227.0,131.75
6839,2025-09-27,22,Furnace Repair,HVAC,121,Completed,1,128,296.1,205.8
6840,2025-09-27,2,Thermostat Install,HVAC,63,Completed,1,70,302.6,212.22
6841,2025-09-27,5,AC Repair,HVAC,539,Completed,1,95,317.01,155.93
6842,2025-09-27,21,Water Heater Repair,Plumbing,159,Completed,1,108,356.0,178.52
6843,2025-09-27,22,Outlet & Wiring,Electrical,398,Completed,1,66,182.05,104.33
6844,2025-09-27,16,Lighting Install,Electrical,429,Completed,1,160,388.7,258.53
6845,2025-09-27,12,Furnace Repair,HVAC,448,Rescheduled,0,107,0.0,0.0
6846,2025-09-28,9,Outlet & Wiring,Electrical,196,Completed,0,74,205.11,91.08
6847,2025-09-28,5,AC Installation,HVAC,192,Completed,1,334,4148.06,3067.06
6848,2025-09-28,4,Outlet & Wiring,Electrical,264,Completed,0,55,168.23,94.88
6849,2025-09-28,19,AC Repair,HVAC,388,Completed,1,70,303.94,146.58
6850,2025-09-28,20,Heat Pump Service,HVAC,238,Completed,1,102,274.22,149.19
6851,2025-09-28,13,AC Repair,HVAC,565,Cancelled,0,104,0.0,0.0
6852,2025-09-28,22,Thermostat Install,HVAC,326,Rescheduled,0,65,0.0,0.0
6853,2025-09-28,14,Leak Detection,Plumbing,107,Completed,1,94,242.65,118.7
6854,2025-09-28,22,Panel Upgrade,Electrical,158,Completed,1,269,2469.53,1374.94
6855,2025-09-28,15,AC Repair,HVAC,165,Cancelled,0,78,0.0,0.0
6856,2025-09-29,15,AC Installation,HVAC,450,Completed,1,235,4014.73,2899.7
6857,2025-09-29,24,Preventive Maintenance,HVAC,296,Rescheduled,0,67,0.0,0.0
6858,2025-09-29,15,Preventive Maintenance,HVAC,511,Completed,1,46,171.03,78.98
6859,2025-09-29,3,Leak Detection,Plumbing,59,Completed,1,88,221.25,91.7
6860,2025-09-29,16,Outlet & Wiring,Electrical,559,Completed,0,72,183.5,93.2
6861,2025-09-29,1,Panel Upgrade,Electrical,358,Completed,0,206,2313.3,1402.81
6862,2025-09-29,12,Outlet & Wiring,Electrical,508,Cancelled,0,65,0.0,0.0
6863,2025-09-29,7,Heat Pump Service,HVAC,593,Rescheduled,0,84,0.0,0.0
6864,2025-09-29,9,Water Heater Repair,Plumbing,491,Completed,1,118,293.42,180.91
6865,2025-09-29,9,Preventive Maintenance,HVAC,589,Completed,1,79,142.18,71.09
6866,2025-09-29,22,Leak Detection,Plumbing,140,Completed,1,94,221.27,116.66
6867,2025-09-29,12,Preventive Maintenance,HVAC,242,Completed,1,50,134.39,71.29
6868,2025-09-29,18,Panel Upgrade,Electrical,273,Completed,1,272,2388.41,1501.54
6869,2025-09-29,15,Water Heater Install,Plumbing,421,Completed,1,184,1638.35,1161.42
6870,2025-09-29,1,AC Repair,HVAC,270,Rescheduled,0,82,0.0,0.0
6871,2025-09-29,9,Drain Cleaning,Plumbing,497,Completed,1,73,180.6,77.84
6872,2025-09-29,4,Outlet & Wiring,Electrical,296,Completed,1,71,189.4,105.83
6873,2025-09-29,1,Furnace Installation,HVAC,326,Completed,1,353,3880.12,3434.31
6874,2025-09-29,11,Water Heater Install,Plumbing,233,Completed,0,198,1636.45,1057.4
6875,2025-09-29,13,Water Heater Install,Plumbing,211,Completed,0,203,1704.86,1085.4
6876,2025-09-29,7,Heat Pump Service,HVAC,365,Completed,0,70,255.05,115.33
6877,2025-09-29,20,Outlet & Wiring,Electrical,376,Completed,1,76,203.34,106.96
6878,2025-09-29,7,Lighting Install,Electrical,194,Completed,1,124,346.52,269.31
6879,2025-09-29,23,Panel Upgrade,Electrical,349,Rescheduled,0,201,0.0,0.0
6880,2025-09-29,22,Outlet & Wiring,Electrical,253,Completed,1,59,172.35,95.87
6881,2025-09-29,4,Lighting Install,Electrical,213,Completed,1,138,349.2,274.84
6882,2025-09-29,5,Outlet & Wiring,Electrical,88,Rescheduled,0,59,0.0,0.0
6883,2025-09-29,9,Water Heater Install,Plumbing,232,Completed,0,250,1543.83,1033.95
6884,2025-09-29,19,AC Repair,HVAC,56,Rescheduled,0,87,0.0,0.0
6885,2025-09-30,5,Lighting Install,Electrical,400,Rescheduled,0,126,0.0,0.0
6886,2025-09-30,16,Preventive Maintenance,HVAC,386,Completed,1,83,153.11,73.37
6887,2025-09-30,13,Drain Cleaning,Plumbing,304,Completed,1,64,222.92,85.3
6888,2025-09-30,18,Furnace Repair,HVAC,122,Completed,1,77,340.8,179.58
6889,2025-09-30,22,AC Installation,HVAC,421,Completed,1,352,4416.48,3158.85
6890,2025-09-30,13,Drain Cleaning,Plumbing,278,Completed,1,55,192.92,77.7
6891,2025-09-30,5,Outlet & Wiring,Electrical,384,Cancelled,0,53,0.0,0.0
6892,2025-09-30,11,Outlet & Wiring,Electrical,492,Rescheduled,0,76,0.0,0.0
6893,2025-09-30,15,Water Heater Install,Plumbing,231,Completed,1,136,1805.5,1138.84
6894,2025-09-30,5,Preventive Maintenance,HVAC,510,Completed,0,61,165.85,71.92
6895,2025-09-30,23,Lighting Install,Electrical,17,Completed,1,122,390.98,280.32
6896,2025-09-30,8,Water Heater Install,Plumbing,550,Completed,1,168,1937.49,1085.12
6897,2025-09-30,16,Panel Upgrade,Electrical,375,Completed,1,348,2315.83,1531.56
6898,2025-09-30,22,Drain Cleaning,Plumbing,65,Completed,0,52,228.72,69.73
6899,2025-09-30,6,Thermostat Install,HVAC,288,Cancelled,0,70,0.0,0.0
6900,2025-09-30,24,Panel Upgrade,Electrical,113,Completed,1,246,2335.54,1416.23
6901,2025-09-30,8,Water Heater Install,Plumbing,227,Completed,1,224,1596.85,1175.63
6902,2025-09-30,5,Drain Cleaning,Plumbing,422,Completed,1,63,210.91,82.28
6903,2025-09-30,19,Preventive Maintenance,HVAC,243,Completed,0,66,150.18,91.14
6904,2025-09-30,5,Lighting Install,Electrical,395,Completed,1,97,316.48,249.04
6905,2025-09-30,10,Panel Upgrade,Electrical,238,Rescheduled,0,284,0.0,0.0
6906,2025-09-30,24,AC Installation,HVAC,538,Completed,0,246,4297.14,2930.71
6907,2025-09-30,12,Furnace Repair,HVAC,499,Completed,1,80,304.99,170.7
6908,2025-09-30,18,Leak Detection,Plumbing,544,Completed,1,83,263.28,124.69
6909,2025-09-30,12,Water Heater Repair,Plumbing,468,Completed,1,87,293.05,190.71
6910,2025-10-01,8,Preventive Maintenance,HVAC,345,Completed,0,74,161.81,82.78
6911,2025-10-01,2,Heat Pump Service,HVAC,368,Completed,1,72,254.38,116.06
6912,2025-10-01,9,AC Repair,HVAC,353,Completed,1,94,317.08,145.71
6913,2025-10-01,16,Preventive Maintenance,HVAC,396,Rescheduled,0,74,0.0,0.0
6914,2025-10-01,8,Drain Cleaning,Plumbing,72,Completed,0,63,220.1,82.22
6915,2025-10-01,6,Furnace Installation,HVAC,124,Completed,1,371,4514.5,3237.23
6916,2025-10-01,2,AC Installation,HVAC,177,Completed,0,306,4456.81,2954.45
6917,2025-10-01,19,Thermostat Install,HVAC,228,Completed,1,55,264.64,205.63
6918,2025-10-01,12,Lighting Install,Electrical,424,Completed,1,103,395.7,257.47
6919,2025-10-01,5,Water Heater Install,Plumbing,456,Rescheduled,0,195,0.0,0.0
6920,2025-10-01,22,Water Heater Install,Plumbing,288,Rescheduled,0,213,0.0,0.0
6921,2025-10-01,7,Heat Pump Service,HVAC,152,Completed,0,71,240.75,120.99
6922,2025-10-01,11,Panel Upgrade,Electrical,461,Completed,1,250,2381.32,1420.75
6923,2025-10-01,3,Water Heater Install,Plumbing,260,Completed,1,218,1675.34,1033.91
6924,2025-10-01,16,Heat Pump Service,HVAC,481,Completed,1,112,230.64,141.2
6925,2025-10-01,3,Water Heater Install,Plumbing,48,Rescheduled,0,232,0.0,0.0
6926,2025-10-01,22,Water Heater Repair,Plumbing,165,Cancelled,0,109,0.0,0.0
6927,2025-10-01,12,AC Repair,HVAC,108,Completed,0,76,291.39,149.19
6928,2025-10-01,20,AC Installation,HVAC,503,Cancelled,0,333,0.0,0.0
6929,2025-10-01,24,AC Installation,HVAC,131,Cancelled,0,328,0.0,0.0
6930,2025-10-01,12,Panel Upgrade,Electrical,395,Completed,1,218,1971.32,1486.28
6931,2025-10-01,17,Furnace Installation,HVAC,349,Completed,1,385,4905.61,3317.53
6932,2025-10-01,9,Drain Cleaning,Plumbing,159,Completed,1,66,205.58,73.81
6933,2025-10-01,24,AC Repair,HVAC,195,Completed,1,90,278.5,181.12
6934,2025-10-01,5,Thermostat Install,HVAC,255,Rescheduled,0,73,0.0,0.0
6935,2025-10-01,17,AC Repair,HVAC,517,Completed,1,81,330.98,151.59
6936,2025-10-02,2,Furnace Repair,HVAC,174,Completed,1,96,349.68,178.92
6937,2025-10-02,20,Heat Pump Service,HVAC,212,Completed,1,73,277.96,118.12
6938,2025-10-02,20,Furnace Repair,HVAC,561,Completed,1,110,355.76,184.93
6939,2025-10-02,19,AC Installation,HVAC,64,Rescheduled,0,264,0.0,0.0
6940,2025-10-02,23,Water Heater Install,Plumbing,62,Completed,1,207,1716.1,1304.88
6941,2025-10-02,13,Outlet & Wiring,Electrical,275,Completed,1,69,167.95,106.26
6942,2025-10-02,1,Leak Detection,Plumbing,416,Completed,0,70,216.6,125.39
6943,2025-10-02,6,Outlet & Wiring,Electrical,60,Rescheduled,0,62,0.0,0.0
6944,2025-10-02,10,Heat Pump Service,HVAC,134,Completed,1,71,253.18,126.54
6945,2025-10-02,5,Leak Detection,Plumbing,175,Completed,1,94,233.76,113.07
6946,2025-10-02,24,Outlet & Wiring,Electrical,387,Completed,0,47,175.95,94.98
6947,2025-10-02,10,Water Heater Repair,Plumbing,533,Completed,1,100,303.3,180.95
6948,2025-10-02,9,Lighting Install,Electrical,540,Rescheduled,0,112,0.0,0.0
6949,2025-10-02,24,Heat Pump Service,HVAC,104,Completed,1,89,247.55,156.07
6950,2025-10-02,7,Drain Cleaning,Plumbing,262,Completed,1,54,217.44,72.26
6951,2025-10-02,21,Furnace Repair,HVAC,545,Completed,1,100,298.09,167.48
6952,2025-10-02,11,Lighting Install,Electrical,392,Completed,1,136,330.8,265.54
6953,2025-10-02,3,AC Installation,HVAC,280,Completed,1,433,3509.04,2907.97
6954,2025-10-02,2,Water Heater Repair,Plumbing,83,Completed,0,116,295.7,204.85
6955,2025-10-02,17,Drain Cleaning,Plumbing,32,Completed,0,63,227.18,82.47
6956,2025-10-02,4,Panel Upgrade,Electrical,405,Rescheduled,0,261,0.0,0.0
6957,2025-10-02,5,Lighting Install,Electrical,584,Completed,1,131,374.9,275.63
6958,2025-10-02,20,Furnace Repair,HVAC,381,Cancelled,0,97,0.0,0.0
6959,2025-10-02,6,Leak Detection,Plumbing,370,Completed,1,76,241.01,95.46
6960,2025-10-02,13,Lighting Install,Electrical,34,Completed,1,109,360.86,238.97
6961,2025-10-02,20,Panel Upgrade,Electrical,163,Completed,1,234,2251.75,1415.33
6962,2025-10-03,8,Water Heater Install,Plumbing,52,Completed,1,229,1662.18,1203.6
6963,2025-10-03,17,AC Installation,HVAC,232,Completed,1,265,4462.61,3143.21
6964,2025-10-03,6,Water Heater Install,Plumbing,292,Completed,1,189,1878.35,1093.41
6965,2025-10-03,13,AC Repair,HVAC,62,Completed,0,94,264.84,164.89
6966,2025-10-03,1,Outlet & Wiring,Electrical,24,Completed,1,45,167.1,100.53
6967,2025-10-03,8,Preventive Maintenance,HVAC,470,Rescheduled,0,53,0.0,0.0
6968,2025-10-03,20,Water Heater Install,Plumbing,175,Completed,0,176,1888.99,1138.05
6969,2025-10-03,22,Lighting Install,Electrical,480,Completed,1,128,340.46,273.33
6970,2025-10-03,4,Drain Cleaning,Plumbing,231,Completed,1,61,186.75,78.93
6971,2025-10-03,7,Panel Upgrade,Electrical,335,Completed,1,290,2289.86,1432.25
6972,2025-10-03,13,Outlet & Wiring,Electrical,89,Completed,1,60,166.67,97.92
6973,2025-10-03,12,Heat Pump Service,HVAC,590,Completed,1,63,242.74,122.12
6974,2025-10-03,9,AC Installation,HVAC,231,Completed,1,419,4459.29,2657.91
6975,2025-10-03,24,AC Repair,HVAC,524,Completed,1,92,268.04,166.78
6976,2025-10-03,13,AC Installation,HVAC,538,Cancelled,0,370,0.0,0.0
6977,2025-10-03,14,Water Heater Repair,Plumbing,71,Completed,1,83,318.64,171.87
6978,2025-10-03,10,Panel Upgrade,Electrical,380,Rescheduled,0,297,0.0,0.0
6979,2025-10-03,8,Water Heater Repair,Plumbing,364,Completed,1,113,352.04,186.04
