invoice_id,job_id,issue_date,amount,status,paid_date
4221,5648,2025-08-10,1817.97,Paid,2025-08-18
4222,5650,2025-08-10,239.3,Overdue,
4223,5652,2025-08-11,1649.61,Overdue,
4224,5653,2025-08-10,3904.65,Paid,2025-08-21
4225,5654,2025-08-12,4523.88,Paid,2025-08-24
4226,5655,2025-08-13,265.04,Paid,2025-08-21
4227,5656,2025-08-11,240.02,Outstanding,
4228,5657,2025-08-11,2083.57,Overdue,
4229,5658,2025-08-11,1715.77,Paid,2025-08-23
4230,5659,2025-08-12,304.35,Paid,2025-09-09
4231,5660,2025-08-12,182.7,Paid,2025-09-10
4232,5661,2025-08-13,295.31,Paid,2025-08-22
4233,5662,2025-08-11,227.37,Paid,2025-08-16
4234,5663,2025-08-12,282.89,Paid,2025-08-19
4235,5664,2025-08-11,337.52,Paid,2025-08-19
4236,5666,2025-08-11,280.86,Paid,2025-09-05
4237,5668,2025-08-13,195.31,Paid,2025-08-19
4238,5669,2025-08-11,182.99,Overdue,
4239,5670,2025-08-11,164.45,Outstanding,
4240,5671,2025-08-13,283.17,Outstanding,
4241,5672,2025-08-12,326.12,Paid,2025-09-06
4242,5673,2025-08-11,181.91,Outstanding,
4243,5674,2025-08-11,2390.12,Outstanding,
4244,5675,2025-08-13,1996.79,Paid,2025-08-16
4245,5679,2025-08-11,161.13,Outstanding,
4246,5680,2025-08-11,315.42,Paid,2025-08-29
4247,5682,2025-08-12,291.96,Paid,2025-09-10
4248,5683,2025-08-14,1838.14,Outstanding,
4249,5684,2025-08-12,369.42,Paid,2025-09-11
4250,5685,2025-08-13,300.29,Paid,2025-09-05
4251,5686,2025-08-13,2207.66,Paid,2025-08-21
4252,5687,2025-08-13,190.4,Outstanding,
4253,5688,2025-08-14,263.48,Overdue,
4254,5689,2025-08-14,242.93,Outstanding,
4255,5690,2025-08-12,4417.91,Paid,2025-09-09
4256,5691,2025-08-12,1791.93,Overdue,
4257,5694,2025-08-14,303.6,Paid,2025-08-30
4258,5695,2025-08-13,163.62,Paid,2025-08-15
4259,5696,2025-08-13,1870.53,Paid,2025-09-05
4260,5701,2025-08-12,1569.23,Paid,2025-08-20
4261,5702,2025-08-12,223.58,Paid,2025-09-04
4262,5703,2025-08-14,192.69,Paid,2025-08-18
4263,5704,2025-08-13,4308.43,Paid,2025-08-27
4264,5705,2025-08-14,143.4,Paid,2025-09-10
4265,5706,2025-08-12,301.13,Overdue,
4266,5707,2025-08-13,1943.41,Paid,2025-08-30
4267,5708,2025-08-13,1983.31,Paid,2025-08-18
4268,5709,2025-08-14,154.45,Outstanding,
4269,5710,2025-08-13,195.05,Outstanding,
4270,5711,2025-08-14,198.65,Paid,2025-08-22
4271,5714,2025-08-12,2335.5,Paid,2025-09-04
4272,5716,2025-08-12,287.23,Paid,2025-08-20
4273,5717,2025-08-12,318.11,Paid,2025-09-01
4274,5720,2025-08-14,253.33,Paid,2025-09-03
4275,5722,2025-08-15,274.81,Overdue,
4276,5723,2025-08-14,179.26,Paid,2025-09-11
4277,5724,2025-08-14,2075.95,Paid,2025-09-06
4278,5725,2025-08-15,359.43,Paid,2025-08-18
4279,5726,2025-08-14,1860.76,Overdue,
4280,5727,2025-08-13,193.81,Paid,2025-08-15
4281,5728,2025-08-13,4360.44,Paid,2025-08-14
4282,5729,2025-08-15,2326.84,Paid,2025-09-05
4283,5730,2025-08-14,3913.95,Paid,2025-08-25
4284,5731,2025-08-13,205.55,Paid,2025-08-17
4285,5732,2025-08-14,4452.88,Overdue,
4286,5733,2025-08-13,2182.19,Paid,2025-09-06
4287,5734,2025-08-13,319.43,Paid,2025-09-11
4288,5736,2025-08-15,401.19,Paid,2025-08-26
4289,5738,2025-08-13,242.98,Outstanding,
4290,5739,2025-08-14,2433.42,Paid,2025-08-31
4291,5740,2025-08-14,253.54,Paid,2025-08-21
4292,5741,2025-08-15,270.12,Paid,2025-09-10
4293,5743,2025-08-14,324.9,Paid,2025-09-06
4294,5746,2025-08-15,227.1,Paid,2025-08-16
4295,5748,2025-08-13,327.64,Paid,2025-09-12
4296,5749,2025-08-14,289.87,Paid,2025-08-16
4297,5750,2025-08-15,261.69,Paid,2025-08-22
4298,5751,2025-08-16,4558.17,Paid,2025-09-14
4299,5754,2025-08-15,4871.04,Paid,2025-09-05
4300,5755,2025-08-15,367.63,Paid,2025-09-01
4301,5756,2025-08-16,275.52,Paid,2025-09-07
4302,5757,2025-08-16,223.14,Outstanding,
4303,5759,2025-08-16,190.26,Paid,2025-08-28
4304,5760,2025-08-14,134.48,Paid,2025-08-22
4305,5761,2025-08-14,3535.21,Overdue,
4306,5762,2025-08-16,251.8,Outstanding,
4307,5764,2025-08-16,4463.77,Paid,2025-09-06
4308,5765,2025-08-14,239.38,Paid,2025-08-29
4309,5766,2025-08-14,279.09,Paid,2025-09-04
4310,5767,2025-08-16,315.92,Overdue,
4311,5768,2025-08-16,282.92,Paid,2025-08-27
4312,5769,2025-08-15,3527.97,Paid,2025-09-11
4313,5770,2025-08-15,4395.21,Outstanding,
4314,5772,2025-08-14,2242.43,Outstanding,
4315,5773,2025-08-15,308.48,Paid,2025-09-08
4316,5774,2025-08-15,327.1,Paid,2025-09-14
4317,5775,2025-08-16,229.2,Outstanding,
4318,5776,2025-08-17,256.01,Paid,2025-09-15
4319,5779,2025-08-15,3678.28,Overdue,
4320,5780,2025-08-15,1942.23,Paid,2025-08-30
4321,5781,2025-08-17,312.41,Paid,2025-08-27
4322,5782,2025-08-16,174.02,Paid,2025-09-15
4323,5783,2025-08-16,1560.19,Paid,2025-08-29
4324,5786,2025-08-15,2012.53,Outstanding,
4325,5788,2025-08-15,2293.95,Overdue,
4326,5789,2025-08-17,288.97,Overdue,
4327,5791,2025-08-17,166.88,Paid,2025-09-04
4328,5792,2025-08-17,331.6,Overdue,
4329,5793,2025-08-16,328.43,Paid,2025-09-14
4330,5796,2025-08-17,371.58,Overdue,
4331,5797,2025-08-15,305.49,Paid,2025-09-03
4332,5798,2025-08-16,246.55,Paid,2025-08-20
4333,5800,2025-08-18,344.24,Paid,2025-08-24
4334,5801,2025-08-18,367.58,Paid,2025-08-29
4335,5802,2025-08-18,210.03,Paid,2025-09-07
4336,5803,2025-08-16,219.16,Paid,2025-08-29
4337,5804,2025-08-18,332.68,Overdue,
4338,5807,2025-08-17,168.38,Paid,2025-08-27
4339,5808,2025-08-16,361.48,Paid,2025-08-22
4340,5811,2025-08-16,2279.31,Paid,2025-09-10
4341,5812,2025-08-18,318.22,Paid,2025-08-22
4342,5813,2025-08-16,319.65,Overdue,
4343,5814,2025-08-16,348.02,Paid,2025-08-30
4344,5816,2025-08-17,191.46,Paid,2025-09-06
4345,5818,2025-08-18,249.49,Paid,2025-08-23
4346,5819,2025-08-18,334.56,Outstanding,
4347,5820,2025-08-19,1870.15,Overdue,
4348,5821,2025-08-17,221.53,Paid,2025-08-28
4349,5822,2025-08-19,246.37,Paid,2025-09-11
4350,5823,2025-08-18,1736.97,Paid,2025-09-02
4351,5825,2025-08-19,204.55,Paid,2025-09-02
4352,5827,2025-08-17,168.42,Paid,2025-08-23
4353,5828,2025-08-19,238.95,Paid,2025-08-25
4354,5829,2025-08-17,278.27,Paid,2025-09-16
4355,5830,2025-08-19,181.44,Overdue,
4356,5831,2025-08-18,278.93,Paid,2025-09-03
4357,5832,2025-08-20,1636.82,Overdue,
4358,5833,2025-08-20,320.72,Paid,2025-09-15
4359,5834,2025-08-19,224.9,Outstanding,
4360,5835,2025-08-18,208.71,Outstanding,
4361,5836,2025-08-18,2087.73,Paid,2025-08-23
4362,5837,2025-08-19,224.2,Paid,2025-09-15
4363,5839,2025-08-19,224.33,Paid,2025-08-28
4364,5840,2025-08-20,176.93,Paid,2025-09-11
4365,5843,2025-08-18,324.4,Outstanding,
4366,5844,2025-08-18,234.89,Paid,2025-09-01
4367,5847,2025-08-19,2293.82,Overdue,
4368,5848,2025-08-18,241.61,Overdue,
4369,5850,2025-08-18,324.94,Paid,2025-09-16
4370,5853,2025-08-19,216.02,Paid,2025-09-02
4371,5854,2025-08-19,298.04,Outstanding,
4372,5855,2025-08-19,1564.11,Paid,2025-08-27
4373,5856,2025-08-19,281.07,Paid,2025-09-17
4374,5859,2025-08-20,251.61,Outstanding,
4375,5860,2025-08-20,295.89,Paid,2025-09-12
4376,5862,2025-08-18,1604.73,Paid,2025-09-08
4377,5864,2025-08-21,4593.42,Paid,2025-09-01
4378,5865,2025-08-20,2211.5,Paid,2025-08-26
4379,5866,2025-08-21,1824.12,Paid,2025-09-18
4380,5868,2025-08-20,276.75,Paid,2025-09-06
4381,5869,2025-08-20,158.84,Overdue,
4382,5871,2025-08-21,332.51,Paid,2025-09-20
4383,5872,2025-08-21,195.28,Overdue,
4384,5873,2025-08-20,227.38,Paid,2025-08-21
4385,5874,2025-08-20,304.18,Overdue,
4386,5876,2025-08-21,1758.07,Outstanding,
4387,5877,2025-08-19,2291.26,Overdue,
4388,5880,2025-08-20,4111.35,Paid,2025-08-21
4389,5881,2025-08-20,275.71,Paid,2025-08-22
4390,5882,2025-08-19,234.87,Paid,2025-09-12
4391,5883,2025-08-19,2083.85,Paid,2025-08-22
4392,5884,2025-08-20,211.09,Paid,2025-08-22
4393,5885,2025-08-19,1785.38,Paid,2025-09-12
4394,5889,2025-08-20,190.98,Paid,2025-08-25
4395,5890,2025-08-20,177.36,Paid,2025-09-18
4396,5892,2025-08-22,2230.08,Paid,2025-09-11
4397,5893,2025-08-22,271.85,Paid,2025-08-31
4398,5894,2025-08-21,201.03,Overdue,
4399,5896,2025-08-20,231.07,Paid,2025-08-22
4400,5897,2025-08-21,353.82,Paid,2025-09-01
4401,5898,2025-08-22,390.9,Paid,2025-08-24
4402,5899,2025-08-22,168.4,Overdue,
4403,5900,2025-08-21,164.47,Paid,2025-09-12
4404,5901,2025-08-22,328.66,Overdue,
4405,5902,2025-08-21,323.49,Paid,2025-09-20
4406,5904,2025-08-20,2191.54,Paid,2025-08-28
4407,5906,2025-08-21,304.75,Paid,2025-09-10
4408,5907,2025-08-22,245.52,Outstanding,
4409,5908,2025-08-22,184.29,Paid,2025-08-29
4410,5909,2025-08-21,248.33,Overdue,
4411,5911,2025-08-22,278.63,Outstanding,
4412,5912,2025-08-20,2176.3,Paid,2025-09-18
4413,5913,2025-08-20,188.57,Overdue,
4414,5914,2025-08-21,346.47,Overdue,
4415,5915,2025-08-21,337.95,Paid,2025-08-30
4416,5918,2025-08-20,151.14,Overdue,
4417,5919,2025-08-21,4257.72,Paid,2025-08-24
4418,5920,2025-08-21,134.34,Outstanding,
4419,5921,2025-08-22,4009.18,Paid,2025-09-08
4420,5922,2025-08-22,239.5,Outstanding,
4421,5923,2025-08-20,295.9,Outstanding,
4422,5924,2025-08-21,392.99,Overdue,
4423,5925,2025-08-21,222.14,Outstanding,
4424,5926,2025-08-20,4195.15,Paid,2025-09-17
4425,5927,2025-08-22,330.44,Paid,2025-09-10
4426,5928,2025-08-22,4881.2,Paid,2025-09-20
4427,5930,2025-08-23,349.21,Paid,2025-09-11
4428,5931,2025-08-23,146.6,Paid,2025-09-13
4429,5932,2025-08-21,258.45,Paid,2025-09-02
4430,5934,2025-08-23,1979.21,Paid,2025-09-02
4431,5935,2025-08-23,4744.15,Paid,2025-09-09
4432,5936,2025-08-23,1710.59,Paid,2025-09-14
4433,5937,2025-08-23,162.97,Outstanding,
4434,5938,2025-08-23,4382.18,Paid,2025-08-28
4435,5939,2025-08-23,257.73,Paid,2025-08-29
4436,5940,2025-08-22,3830.6,Paid,2025-09-06
4437,5942,2025-08-22,4772.65,Outstanding,
4438,5944,2025-08-21,399.91,Paid,2025-09-09
4439,5945,2025-08-21,387.31,Paid,2025-09-06
4440,5946,2025-08-23,1915.76,Paid,2025-08-31
4441,5949,2025-08-22,365.28,Paid,2025-08-23
4442,5950,2025-08-21,163.13,Paid,2025-08-30
4443,5951,2025-08-22,1708.25,Paid,2025-09-08
4444,5952,2025-08-23,248.54,Paid,2025-09-08
4445,5953,2025-08-23,2033.86,Outstanding,
4446,5955,2025-08-22,269.26,Overdue,
4447,5956,2025-08-23,189.33,Paid,2025-09-05
4448,5957,2025-08-22,262.92,Paid,2025-08-29
4449,5958,2025-08-22,294.11,Paid,2025-09-01
4450,5959,2025-08-23,243.96,Paid,2025-09-05
4451,5960,2025-08-21,2022.71,Overdue,
4452,5961,2025-08-24,217.87,Outstanding,
4453,5962,2025-08-24,326.6,Paid,2025-09-06
4454,5963,2025-08-23,163.01,Outstanding,
4455,5964,2025-08-22,319.54,Paid,2025-09-11
4456,5965,2025-08-24,263.23,Paid,2025-09-19
4457,5966,2025-08-23,337.64,Paid,2025-09-03
4458,5967,2025-08-22,332.89,Paid,2025-09-18
4459,5968,2025-08-24,193.36,Overdue,
4460,5970,2025-08-23,1621.0,Outstanding,
4461,5972,2025-08-23,183.98,Outstanding,
4462,5973,2025-08-23,2396.15,Outstanding,
4463,5974,2025-08-22,349.08,Paid,2025-09-15
4464,5975,2025-08-22,394.86,Paid,2025-09-11
4465,5976,2025-08-24,162.74,Paid,2025-09-12
4466,5977,2025-08-22,4088.5,Paid,2025-09-19
4467,5978,2025-08-22,3817.16,Overdue,
4468,5979,2025-08-24,204.23,Paid,2025-09-10
4469,5980,2025-08-22,259.63,Paid,2025-08-28
4470,5981,2025-08-24,1605.21,Paid,2025-09-01
4471,5982,2025-08-22,1857.18,Paid,2025-09-16
4472,5983,2025-08-24,355.66,Paid,2025-09-15
4473,5984,2025-08-22,139.95,Paid,2025-09-10
4474,5985,2025-08-23,348.98,Paid,2025-09-08
4475,5987,2025-08-24,238.31,Paid,2025-08-31
4476,5988,2025-08-22,382.93,Paid,2025-09-11
4477,5989,2025-08-22,170.38,Outstanding,
4478,5990,2025-08-22,2243.92,Overdue,
4479,5991,2025-08-24,207.24,Paid,2025-09-13
4480,5992,2025-08-24,277.21,Overdue,
4481,5994,2025-08-25,255.17,Overdue,
4482,5995,2025-08-25,226.51,Overdue,
4483,5996,2025-08-23,329.02,Paid,2025-08-26
4484,5997,2025-08-25,338.13,Paid,2025-09-21
4485,5999,2025-08-24,2177.4,Paid,2025-09-11
4486,6000,2025-08-23,151.88,Outstanding,
4487,6001,2025-08-25,4033.41,Paid,2025-09-24
4488,6002,2025-08-25,237.18,Paid,2025-09-19
4489,6003,2025-08-23,3826.4,Paid,2025-09-05
4490,6004,2025-08-24,397.04,Paid,2025-09-15
4491,6005,2025-08-24,2055.96,Paid,2025-09-10
4492,6007,2025-08-25,349.31,Overdue,
4493,6009,2025-08-25,2297.85,Outstanding,
4494,6010,2025-08-24,298.67,Paid,2025-08-27
4495,6011,2025-08-24,335.24,Outstanding,
4496,6013,2025-08-25,282.47,Paid,2025-08-29
4497,6014,2025-08-26,285.5,Paid,2025-09-02
4498,6015,2025-08-26,315.94,Paid,2025-09-18
4499,6016,2025-08-27,3520.84,Paid,2025-09-23
4500,6017,2025-08-25,388.97,Paid,2025-09-13
4501,6018,2025-08-25,4385.05,Overdue,
4502,6019,2025-08-26,264.78,Overdue,
4503,6021,2025-08-27,188.83,Overdue,
4504,6022,2025-08-26,362.64,Outstanding,
4505,6023,2025-08-27,238.3,Outstanding,
4506,6025,2025-08-27,309.7,Paid,2025-09-11
4507,6026,2025-08-26,262.24,Paid,2025-09-02
4508,6027,2025-08-26,174.49,Outstanding,
4509,6029,2025-08-26,192.36,Paid,2025-09-16
4510,6030,2025-08-26,3654.92,Outstanding,
4511,6031,2025-08-27,252.69,Paid,2025-09-23
4512,6032,2025-08-26,321.02,Paid,2025-09-03
4513,6034,2025-08-27,4098.78,Paid,2025-09-10
4514,6035,2025-08-25,198.22,Outstanding,
4515,6036,2025-08-25,4245.35,Overdue,
4516,6037,2025-08-27,369.91,Paid,2025-09-17
4517,6038,2025-08-26,277.42,Overdue,
4518,6039,2025-08-26,345.58,Outstanding,
4519,6041,2025-08-27,237.67,Outstanding,
4520,6043,2025-08-28,315.81,Paid,2025-09-25
4521,6044,2025-08-27,399.16,Paid,2025-09-11
4522,6046,2025-08-26,224.59,Paid,2025-08-31
4523,6047,2025-08-26,1934.65,Outstanding,
4524,6051,2025-08-26,4160.75,Outstanding,
4525,6052,2025-08-26,342.76,Paid,2025-09-06
4526,6054,2025-08-28,3531.66,Paid,2025-09-13
4527,6056,2025-08-27,1780.42,Paid,2025-09-10
4528,6057,2025-08-27,184.18,Paid,2025-09-07
4529,6058,2025-08-27,254.51,Paid,2025-09-08
4530,6059,2025-08-27,303.7,Paid,2025-09-17
4531,6060,2025-08-26,228.19,Paid,2025-09-17
4532,6062,2025-08-28,192.95,Paid,2025-09-03
4533,6063,2025-08-27,4293.65,Outstanding,
4534,6064,2025-08-28,320.35,Overdue,
4535,6065,2025-08-28,181.01,Paid,2025-09-06
4536,6066,2025-08-26,238.74,Overdue,
4537,6067,2025-08-28,306.16,Outstanding,
4538,6069,2025-08-26,168.33,Paid,2025-09-03
4539,6070,2025-08-27,183.86,Outstanding,
4540,6071,2025-08-27,175.28,Overdue,
4541,6072,2025-08-26,245.89,Paid,2025-09-07
4542,6073,2025-08-28,2444.82,Outstanding,
4543,6074,2025-08-29,208.7,Overdue,
4544,6075,2025-08-29,267.77,Outstanding,
4545,6079,2025-08-28,223.1,Outstanding,
4546,6080,2025-08-29,243.71,Outstanding,
4547,6081,2025-08-27,162.77,Outstanding,
4548,6082,2025-08-28,229.62,Outstanding,
4549,6084,2025-08-27,139.75,Overdue,
4550,6085,2025-08-27,1741.74,Paid,2025-09-13
4551,6086,2025-08-29,363.79,Paid,2025-09-28
4552,6087,2025-08-27,345.98,Paid,2025-09-12
4553,6088,2025-08-29,210.1,Paid,2025-09-07
4554,6090,2025-08-29,347.87,Outstanding,
4555,6091,2025-08-29,334.47,Paid,2025-09-23
4556,6092,2025-08-27,4246.63,Paid,2025-09-23
4557,6093,2025-08-29,253.49,Outstanding,
4558,6094,2025-08-29,3728.81,Paid,2025-09-26
4559,6095,2025-08-28,221.91,Paid,2025-09-15
4560,6096,2025-08-28,255.1,Outstanding,
4561,6097,2025-08-29,303.99,Paid,2025-09-02
4562,6098,2025-08-27,252.18,Outstanding,
4563,6100,2025-08-27,334.71,Paid,2025-09-01
4564,6101,2025-08-29,148.52,Paid,2025-08-31
4565,6102,2025-08-27,313.53,Overdue,
4566,6103,2025-08-27,338.67,Overdue,
4567,6104,2025-08-27,184.82,Overdue,
4568,6107,2025-08-29,258.87,Paid,2025-09-09
4569,6108,2025-08-29,194.22,Paid,2025-09-19
4570,6111,2025-08-28,188.52,Paid,2025-09-03
4571,6113,2025-08-30,4080.53,Paid,2025-09-18
4572,6114,2025-08-29,306.38,Overdue,
4573,6115,2025-08-30,249.32,Paid,2025-09-10
4574,6116,2025-08-28,329.67,Paid,2025-09-20
4575,6117,2025-08-30,272.27,Paid,2025-09-19
4576,6119,2025-08-30,4311.39,Paid,2025-09-20
4577,6120,2025-08-29,253.4,Paid,2025-09-21
4578,6121,2025-08-28,136.73,Paid,2025-09-18
4579,6123,2025-08-29,367.21,Paid,2025-09-18
4580,6124,2025-08-30,257.2,Paid,2025-09-06
4581,6125,2025-08-29,1810.23,Paid,2025-09-26
4582,6126,2025-08-29,318.03,Paid,2025-09-11
4583,6127,2025-08-28,136.96,Overdue,
4584,6129,2025-08-30,146.01,Overdue,
4585,6130,2025-08-29,147.69,Paid,2025-09-28
4586,6131,2025-08-29,260.92,Outstanding,
4587,6133,2025-08-29,336.41,Paid,2025-09-09
4588,6134,2025-08-30,275.99,Paid,2025-09-14
4589,6136,2025-08-30,349.51,Paid,2025-09-26
4590,6138,2025-08-30,232.98,Paid,2025-09-20
4591,6139,2025-08-29,1592.37,Overdue,
4592,6141,2025-08-31,177.55,Paid,2025-09-07
4593,6143,2025-08-30,4159.42,Paid,2025-09-24
4594,6144,2025-08-29,185.83,Paid,2025-09-22
4595,6145,2025-08-30,4931.58,Paid,2025-09-07
4596,6146,2025-08-31,240.23,Overdue,
4597,6149,2025-08-30,247.06,Paid,2025-09-15
4598,6151,2025-08-29,194.34,Outstanding,
4599,6152,2025-08-31,3933.83,Outstanding,
4600,6158,2025-08-31,376.29,Overdue,
4601,6159,2025-08-29,162.56,Overdue,
4602,6160,2025-08-30,333.55,Paid,2025-09-06
4603,6161,2025-08-29,214.12,Outstanding,
4604,6162,2025-08-29,329.2,Paid,2025-09-03
4605,6163,2025-08-30,2271.4,Outstanding,
4606,6164,2025-08-29,2430.1,Paid,2025-09-11
4607,6166,2025-08-29,326.29,Paid,2025-09-20
4608,6168,2025-08-31,1961.63,Paid,2025-09-17
4609,6169,2025-09-01,161.46,Paid,2025-09-24
4610,6170,2025-08-31,307.11,Paid,2025-09-04
4611,6171,2025-08-31,1991.92,Paid,2025-09-11
4612,6172,2025-09-01,205.35,Paid,2025-09-28
4613,6173,2025-08-31,3682.01,Paid,2025-09-15
4614,6175,2025-08-31,321.5,Overdue,
4615,6176,2025-09-01,241.93,Paid,2025-09-26
4616,6177,2025-08-30,365.79,Paid,2025-09-19
4617,6178,2025-09-01,209.03,Overdue,
4618,6179,2025-08-30,262.82,Paid,2025-09-18
4619,6180,2025-08-30,1932.74,Paid,2025-09-18
4620,6181,2025-09-01,156.63,Paid,2025-09-17
4621,6182,2025-08-30,287.76,Overdue,
4622,6183,2025-09-01,292.74,Outstanding,
4623,6184,2025-08-31,375.04,Paid,2025-09-22
4624,6185,2025-09-01,334.82,Paid,2025-09-29
4625,6186,2025-09-01,4775.01,Outstanding,
4626,6187,2025-09-02,283.95,Paid,2025-09-11
4627,6188,2025-09-02,2341.21,Paid,2025-09-21
4628,6189,2025-09-02,379.38,Paid,2025-09-09
4629,6190,2025-08-31,4296.22,Outstanding,
4630,6191,2025-09-02,176.85,Paid,2025-09-25
4631,6193,2025-08-31,224.49,Outstanding,
4632,6194,2025-08-31,205.58,Paid,2025-09-19
4633,6195,2025-09-01,1698.46,Paid,2025-09-25
4634,6196,2025-09-02,262.65,Paid,2025-09-11
4635,6197,2025-09-02,346.35,Overdue,
4636,6198,2025-09-02,305.09,Paid,2025-09-12
4637,6199,2025-08-31,256.77,Paid,2025-09-19
4638,6200,2025-08-31,1643.62,Overdue,
4639,6201,2025-09-02,259.93,Paid,2025-09-26
4640,6202,2025-09-02,223.35,Paid,2025-09-23
4641,6203,2025-09-03,279.63,Paid,2025-09-24
4642,6204,2025-09-01,4944.37,Paid,2025-09-21
4643,6205,2025-09-03,165.31,Paid,2025-09-13
4644,6208,2025-09-03,340.49,Outstanding,
4645,6209,2025-09-02,4331.71,Overdue,
4646,6212,2025-09-03,2223.98,Outstanding,
4647,6213,2025-09-02,301.45,Outstanding,
4648,6214,2025-09-02,4195.08,Paid,2025-09-14
4649,6215,2025-09-02,4206.28,Paid,2025-09-12
4650,6216,2025-09-02,263.42,Paid,2025-10-01
4651,6217,2025-09-03,355.54,Paid,2025-09-24
4652,6219,2025-09-02,1559.21,Overdue,
4653,6220,2025-09-03,4800.86,Overdue,
4654,6221,2025-09-03,216.42,Overdue,
4655,6222,2025-09-02,3743.82,Paid,2025-09-23
4656,6223,2025-09-02,154.84,Paid,2025-09-10
4657,6224,2025-09-02,297.13,Overdue,
4658,6225,2025-09-02,259.49,Paid,2025-09-23
4659,6227,2025-09-01,317.86,Outstanding,
4660,6230,2025-09-02,252.52,Paid,2025-10-01
4661,6232,2025-09-03,1574.31,Outstanding,
4662,6233,2025-09-02,174.78,Overdue,
4663,6234,2025-09-02,2418.57,Paid,2025-09-03
4664,6235,2025-09-04,1728.22,Paid,2025-09-14
4665,6236,2025-09-03,236.02,Overdue,
4666,6237,2025-09-04,3996.89,Paid,2025-10-02
4667,6238,2025-09-03,139.75,Paid,2025-09-20
4668,6239,2025-09-03,305.99,Paid,2025-09-28
4669,6240,2025-09-04,136.21,Outstanding,
4670,6242,2025-09-02,153.62,Paid,2025-09-05
4671,6243,2025-09-04,198.52,Paid,2025-09-16
4672,6247,2025-09-02,180.64,Paid,2025-09-15
4673,6249,2025-09-03,197.35,Paid,2025-09-14
4674,6250,2025-09-02,344.13,Paid,2025-09-13
4675,6251,2025-09-04,145.31,Paid,2025-09-30
4676,6253,2025-09-04,258.79,Paid,2025-09-08
4677,6254,2025-09-02,198.79,Paid,2025-09-03
4678,6255,2025-09-02,186.06,Paid,2025-10-01
4679,6256,2025-09-03,1621.73,Paid,2025-09-09
4680,6257,2025-09-02,167.77,Paid,2025-09-05
4681,6258,2025-09-04,298.09,Paid,2025-09-28
4682,6263,2025-09-05,159.99,Paid,2025-10-01
4683,6264,2025-09-04,300.12,Overdue,
4684,6265,2025-09-03,1815.07,Paid,2025-09-12
4685,6266,2025-09-03,267.52,Paid,2025-09-16
4686,6267,2025-09-04,168.08,Overdue,
4687,6268,2025-09-05,370.66,Paid,2025-09-12
4688,6269,2025-09-04,170.02,Overdue,
4689,6270,2025-09-03,264.92,Paid,2025-10-01
4690,6271,2025-09-05,195.13,Paid,2025-09-29
4691,6272,2025-09-05,335.86,Paid,2025-09-15
4692,6273,2025-09-04,355.62,Paid,2025-09-06
4693,6274,2025-09-05,237.77,Paid,2025-09-26
4694,6277,2025-09-03,224.14,Overdue,
4695,6278,2025-09-04,1558.1,Outstanding,
4696,6279,2025-09-04,394.06,Overdue,
4697,6280,2025-09-05,4362.96,Outstanding,
4698,6281,2025-09-03,3979.12,Paid,2025-09-18
4699,6282,2025-09-03,4727.94,Paid,2025-09-07
4700,6283,2025-09-05,364.28,Paid,2025-10-04
4701,6285,2025-09-04,254.05,Paid,2025-09-22
4702,6286,2025-09-04,310.32,Paid,2025-09-18
4703,6287,2025-09-04,233.2,Paid,2025-09-12
4704,6288,2025-09-06,342.04,Paid,2025-09-11
4705,6290,2025-09-05,229.98,Paid,2025-09-11
4706,6295,2025-09-06,330.33,Paid,2025-09-16
4707,6296,2025-09-06,334.57,Paid,2025-10-06
4708,6298,2025-09-06,274.67,Paid,2025-09-08
4709,6299,2025-09-05,338.37,Paid,2025-09-06
4710,6300,2025-09-04,4467.39,Overdue,
4711,6301,2025-09-06,264.56,Outstanding,
4712,6303,2025-09-04,1540.63,Overdue,
4713,6305,2025-09-05,187.89,Paid,2025-09-06
4714,6306,2025-09-05,3750.83,Overdue,
4715,6307,2025-09-06,325.71,Paid,2025-09-22
4716,6308,2025-09-05,287.3,Outstanding,
4717,6309,2025-09-05,363.02,Paid,2025-09-18
4718,6310,2025-09-06,256.94,Paid,2025-09-19
4719,6311,2025-09-05,4353.63,Outstanding,
4720,6312,2025-09-06,271.38,Outstanding,
4721,6313,2025-09-05,3653.4,Overdue,
4722,6315,2025-09-04,2123.53,Overdue,
4723,6317,2025-09-06,1610.3,Paid,2025-09-19
4724,6319,2025-09-05,4037.41,Paid,2025-09-14
4725,6320,2025-09-05,354.16,Paid,2025-09-12
4726,6322,2025-09-05,1980.97,Paid,2025-09-16
4727,6324,2025-09-07,225.86,Overdue,
4728,6325,2025-09-05,202.46,Paid,2025-10-02
4729,6327,2025-09-06,335.59,Paid,2025-09-18
4730,6328,2025-09-07,4044.89,Paid,2025-10-01
4731,6329,2025-09-06,367.87,Paid,2025-09-12
4732,6330,2025-09-07,4085.67,Overdue,
4733,6331,2025-09-05,4526.72,Paid,2025-09-26
4734,6332,2025-09-05,1808.68,Paid,2025-09-14
4735,6334,2025-09-06,4282.95,Overdue,
4736,6335,2025-09-06,4467.9,Paid,2025-09-25
4737,6336,2025-09-07,281.8,Paid,2025-09-29
4738,6337,2025-09-06,348.49,Paid,2025-09-13
4739,6338,2025-09-05,169.7,Outstanding,
4740,6339,2025-09-06,4117.58,Overdue,
4741,6340,2025-09-05,300.64,Outstanding,
4742,6342,2025-09-05,1909.79,Paid,2025-09-12
